accuracy,precision,recall,f1,auc,fold
0.9433423913043478,0.9527542666851672,0.9329483695652174,0.9427473055536486,0.9809437004334534,1
0.9421195652173913,0.9532664716534336,0.9298233695652174,0.9413989958043882,0.9802045589223476,2
0.9430366847826087,0.950410939982043,0.9348505434782609,0.942566526250899,0.9812202716099067,3
0.9430366847826087,0.9510963547070623,0.9341032608695652,0.9425232203447921,0.9811217200237773,4
0.9408288043478261,0.9473321384254791,0.9335597826086957,0.9403955382193937,0.9799896113318171,5
