accuracy,precision,recall,f1,auc,fold
0.9436480978260869,0.9554362228886254,0.9307065217391305,0.9429092535875289,0.9790270280747874,1
0.9407269021739131,0.9561915477111315,0.9237771739130435,0.9397049168998998,0.9791678958308718,2
0.9436141304347826,0.9562604807154835,0.9297554347826087,0.9428217139707908,0.9797625790111059,3
0.9436480978260869,0.9565186997553303,0.9295516304347826,0.942842377260982,0.9796354966623345,4
0.9407608695652174,0.9520624303232998,0.9282608695652174,0.9400110071546505,0.9785685098283909,5
