accuracy,precision,recall,f1,auc,fold
0.9438858695652174,0.9543178973717147,0.9324048913043478,0.9432341419833689,0.9811329740297142,1
0.9416100543478261,0.95359709720187,0.9283967391304347,0.9408281986850711,0.980411081584505,2
0.9433763586956522,0.9508185397527112,0.9351222826086957,0.9429050929890057,0.9812707842590678,3
0.9434103260869565,0.9520709239506857,0.9338315217391304,0.9428630221551547,0.9812529675316045,4
0.941304347826087,0.9483091787439614,0.933491847826087,0.9408421773365286,0.9801405170058483,5
