accuracy,precision,recall,f1,auc,fold
0.9875,0.9905660377358491,0.984375,0.987460815047022,0.9985644531250001,1
0.99375,0.9906832298136646,0.996875,0.9937694704049844,0.999599609375,2
0.9890625,0.9968253968253968,0.98125,0.988976377952756,0.999541015625,3
0.9890625,0.9875389408099688,0.990625,0.9890795631825273,0.9993798828125,4
0.9890625,0.9905956112852664,0.9875,0.9890453834115805,0.9994140625,5
