accuracy,precision,recall,f1,auc,fold
0.99375,1.0,0.9875,0.9937106918238994,0.9991992187500001,1
0.990625,0.9875776397515528,0.99375,0.9906542056074766,0.99962890625,2
0.99375,1.0,0.9875,0.9937106918238994,0.9998046875000001,3
0.990625,0.990625,0.990625,0.990625,0.999609375,4
0.9875,1.0,0.975,0.9873417721518988,0.999248046875,5
